Site_Code,Collect Date (local),Precipitation (inches),E = Estimate; W = Warning; P = Provisional; S = Snow Or Ice
27u,11/26/1996,0.150,
27u,11/27/1996,1.710,
27u,11/28/1996,0.000,
27u,11/29/1996,0.040,
27u,11/30/1996,0.330,
27u,12/1/1996,0.060,
27u,12/2/1996,0.660,
27u,12/3/1996,0.040,
27u,12/4/1996,0.840,
27u,12/5/1996,0.160,
27u,12/6/1996,0.180,
27u,12/7/1996,0.550,
27u,12/8/1996,0.440,
27u,12/9/1996,0.100,
27u,12/10/1996,0.320,
27u,12/11/1996,0.150,
27u,12/12/1996,0.010,
27u,12/13/1996,0.190,
27u,12/14/1996,0.000,
27u,12/15/1996,0.020,
27u,12/16/1996,0.000,
27u,12/17/1996,0.000,
27u,12/18/1996,0.000,
27u,12/19/1996,0.100,
27u,12/20/1996,0.200,
27u,12/21/1996,0.200,
27u,12/22/1996,0.100,
27u,12/23/1996,0.120,
27u,12/24/1996,0.370,
27u,12/25/1996,0.900,
27u,12/26/1996,0.500,
27u,12/27/1996,0.000,
27u,12/28/1996,0.000,E,S
27u,12/29/1996,2.370,E,S
27u,12/30/1996,0.440,E,
27u,12/31/1996,1.250,
27u,1/1/1997,0.990,
27u,1/2/1997,0.610,
27u,1/3/1997,0.290,
27u,1/4/1997,0.010,
27u,1/5/1997,0.000,
27u,1/6/1997,0.160,
27u,1/7/1997,0.020,
27u,1/8/1997,0.050,
27u,1/9/1997,0.080,
27u,1/10/1997,0.050,
27u,1/11/1997,0.000,
27u,1/12/1997,0.000,
27u,1/13/1997,0.000,
27u,1/14/1997,0.000,
27u,1/15/1997,0.000,
27u,1/16/1997,0.350,
27u,1/17/1997,0.740,
27u,1/18/1997,0.640,
27u,1/19/1997,0.410,
27u,1/20/1997,0.580,
27u,1/21/1997,0.140,
27u,1/22/1997,0.070,
27u,1/23/1997,0.010,
27u,1/24/1997,0.020,
27u,1/25/1997,0.000,
27u,1/26/1997,0.000,
27u,1/27/1997,0.520,
27u,1/28/1997,0.010,
27u,1/29/1997,0.070,
27u,1/30/1997,0.420,
27u,1/31/1997,0.450,
27u,2/1/1997,0.030,
27u,2/2/1997,0.220,
27u,2/3/1997,0.010,
27u,2/4/1997,0.000,
27u,2/5/1997,0.000,
27u,2/6/1997,0.000,
27u,2/7/1997,0.000,
27u,2/8/1997,0.000,
27u,2/9/1997,0.000,
27u,2/10/1997,0.000,
27u,2/11/1997,0.350,
27u,2/12/1997,0.000,
27u,2/13/1997,0.000,
27u,2/14/1997,0.490,
27u,2/15/1997,0.000,
27u,2/16/1997,0.080,
27u,2/17/1997,0.110,
27u,2/18/1997,0.340,
27u,2/19/1997,0.170,
27u,2/20/1997,0.000,
27u,2/21/1997,0.000,
27u,2/22/1997,0.000,
27u,2/23/1997,0.000,
27u,2/24/1997,0.000,
27u,2/25/1997,0.000,
27u,2/26/1997,0.090,
27u,2/27/1997,0.110,
27u,2/28/1997,0.090,
27u,3/1/1997,0.510,
27u,3/2/1997,0.010,
27u,3/3/1997,0.300,
27u,3/4/1997,0.000,
27u,3/5/1997,0.170,
27u,3/6/1997,0.150,
27u,3/7/1997,0.150,
27u,3/8/1997,0.010,
27u,3/9/1997,0.110,
27u,3/10/1997,0.070,
27u,3/11/1997,0.170,
27u,3/12/1997,0.280,
27u,3/13/1997,0.030,
27u,3/14/1997,0.000,
27u,3/15/1997,0.860,
27u,3/16/1997,0.110,
27u,3/17/1997,0.370,
27u,3/18/1997,1.580,
27u,3/19/1997,1.170,
27u,3/20/1997,0.020,
27u,3/21/1997,0.010,
27u,3/22/1997,0.000,
27u,3/23/1997,0.000,
27u,3/24/1997,0.000,
27u,3/25/1997,0.120,
27u,3/26/1997,0.330,
27u,3/27/1997,0.160,
27u,3/28/1997,0.370,
27u,3/29/1997,0.000,
27u,3/30/1997,0.000,
27u,3/31/1997,0.170,
27u,4/1/1997,0.030,
27u,4/2/1997,0.000,
27u,4/3/1997,0.050,
27u,4/4/1997,0.000,
27u,4/5/1997,0.000,
27u,4/6/1997,0.000,
27u,4/7/1997,0.000,
27u,4/8/1997,0.000,
27u,4/9/1997,0.000,
27u,4/10/1997,0.060,
27u,4/11/1997,0.000,
27u,4/12/1997,0.000,
27u,4/13/1997,0.180,
27u,4/14/1997,0.160,
27u,4/15/1997,0.280,
27u,4/16/1997,0.180,
27u,4/17/1997,0.000,
27u,4/18/1997,0.000,
27u,4/19/1997,1.070,
27u,4/20/1997,0.670,
27u,4/21/1997,0.010,
27u,4/22/1997,0.230,
27u,4/23/1997,0.100,
27u,4/24/1997,0.000,
27u,4/25/1997,0.000,
27u,4/26/1997,0.400,
27u,4/27/1997,0.180,
27u,4/28/1997,0.350,
27u,4/29/1997,0.680,
27u,4/30/1997,0.770,
27u,5/1/1997,0.030,
27u,5/2/1997,0.000,
27u,5/3/1997,0.230,
27u,5/4/1997,0.150,
27u,5/5/1997,0.180,
27u,5/6/1997,0.060,
27u,5/7/1997,0.120,
27u,5/8/1997,0.000,
27u,5/9/1997,0.000,
27u,5/10/1997,0.010,
27u,5/11/1997,0.000,
27u,5/12/1997,0.000,
27u,5/13/1997,0.010,
27u,5/14/1997,0.030,
27u,5/15/1997,0.010,
27u,5/16/1997,0.000,
27u,5/17/1997,0.000,
27u,5/18/1997,0.000,
27u,5/19/1997,0.330,
27u,5/20/1997,0.350,
27u,5/21/1997,0.030,
27u,5/22/1997,0.000,
27u,5/23/1997,0.190,
27u,5/24/1997,0.320,
27u,5/25/1997,0.010,
27u,5/26/1997,0.000,
27u,5/27/1997,0.150,
27u,5/28/1997,0.010,
27u,5/29/1997,0.030,
27u,5/30/1997,0.400,
27u,5/31/1997,1.000,
27u,6/1/1997,0.020,
27u,6/2/1997,0.000,
27u,6/3/1997,0.270,
27u,6/4/1997,0.470,
27u,6/5/1997,0.020,
27u,6/6/1997,0.000,
27u,6/7/1997,0.050,
27u,6/8/1997,0.010,
27u,6/9/1997,0.000,
27u,6/10/1997,0.000,
27u,6/11/1997,0.040,
27u,6/12/1997,0.040,
27u,6/13/1997,0.000,
27u,6/14/1997,0.000,
27u,6/15/1997,0.000,
27u,6/16/1997,0.060,
27u,6/17/1997,0.210,
27u,6/18/1997,0.090,
27u,6/19/1997,0.100,
27u,6/20/1997,0.160,
27u,6/21/1997,0.290,
27u,6/22/1997,0.020,
27u,6/23/1997,0.290,
27u,6/24/1997,0.020,
27u,6/25/1997,0.000,
27u,6/26/1997,0.000,
27u,6/27/1997,0.000,
27u,6/28/1997,0.470,
27u,6/29/1997,0.620,
27u,6/30/1997,0.050,
27u,7/1/1997,0.290,
27u,7/2/1997,0.000,
27u,7/3/1997,0.150,
27u,7/4/1997,0.000,
27u,7/5/1997,0.050,
27u,7/6/1997,0.030,
27u,7/7/1997,0.110,
27u,7/8/1997,1.020,
27u,7/9/1997,0.290,
27u,7/10/1997,0.060,
27u,7/11/1997,0.020,
27u,7/12/1997,0.000,
27u,7/13/1997,0.000,
27u,7/14/1997,0.000,
27u,7/15/1997,0.080,
27u,7/16/1997,0.000,
27u,7/17/1997,0.070,
27u,7/18/1997,0.000,
27u,7/19/1997,0.000,
27u,7/20/1997,0.000,
27u,7/21/1997,0.000,
27u,7/22/1997,0.010,
27u,7/23/1997,0.000,
27u,7/24/1997,0.000,
27u,7/25/1997,0.000,
27u,7/26/1997,0.000,
27u,7/27/1997,0.000,
27u,7/28/1997,0.000,
27u,7/29/1997,0.000,
27u,7/30/1997,0.000,
27u,7/31/1997,0.000,
27u,8/1/1997,0.000,
27u,8/2/1997,0.000,
27u,8/3/1997,0.000,
27u,8/4/1997,0.000,
27u,8/5/1997,0.000,
27u,8/6/1997,0.970,
27u,8/7/1997,0.000,
27u,8/8/1997,0.000,
27u,8/9/1997,0.000,
27u,8/10/1997,0.000,
27u,8/11/1997,0.000,
27u,8/12/1997,0.000,
27u,8/13/1997,0.000,
27u,8/14/1997,0.000,
27u,8/15/1997,0.000,
27u,8/16/1997,0.000,
27u,8/17/1997,0.000,
27u,8/18/1997,0.000,
27u,8/19/1997,0.000,
27u,8/20/1997,0.050,
27u,8/21/1997,0.000,
27u,8/22/1997,0.000,
27u,8/23/1997,0.000,
27u,8/24/1997,0.150,
27u,8/25/1997,0.070,
27u,8/26/1997,0.610,
27u,8/27/1997,0.030,
27u,8/28/1997,0.110,
27u,8/29/1997,0.110,
27u,8/30/1997,0.000,
27u,8/31/1997,0.000,
27u,9/1/1997,0.050,
27u,9/2/1997,0.000,
27u,9/3/1997,0.000,
27u,9/4/1997,0.000,
27u,9/5/1997,0.000,
27u,9/6/1997,0.000,
27u,9/7/1997,0.000,
27u,9/8/1997,0.000,
27u,9/9/1997,0.000,
27u,9/10/1997,0.000,
27u,9/11/1997,0.100,
27u,9/12/1997,0.180,
27u,9/13/1997,0.110,
27u,9/14/1997,0.160,
27u,9/15/1997,0.350,
27u,9/16/1997,0.500,
27u,9/17/1997,0.550,
27u,9/18/1997,0.170,
27u,9/19/1997,0.000,
27u,9/20/1997,0.000,
27u,9/21/1997,0.000,
27u,9/22/1997,0.000,
27u,9/23/1997,0.000,
27u,9/24/1997,0.000,
27u,9/25/1997,0.300,
27u,9/26/1997,0.190,
27u,9/27/1997,0.010,
27u,9/28/1997,0.000,
27u,9/29/1997,0.000,
27u,9/30/1997,0.090,
27u,10/1/1997,0.580,
27u,10/2/1997,0.210,
27u,10/3/1997,0.380,
27u,10/4/1997,0.740,
27u,10/5/1997,0.040,
27u,10/6/1997,0.000,
27u,10/7/1997,0.050,
27u,10/8/1997,0.780,
27u,10/9/1997,0.120,
27u,10/10/1997,0.040,
27u,10/11/1997,0.120,
27u,10/12/1997,0.000,
27u,10/13/1997,0.010,
27u,10/14/1997,0.120,
27u,10/15/1997,0.000,
27u,10/16/1997,0.000,
27u,10/17/1997,0.050,
27u,10/18/1997,0.000,
27u,10/19/1997,0.000,
27u,10/20/1997,0.000,
27u,10/21/1997,0.000,
27u,10/22/1997,0.010,
27u,10/23/1997,0.040,
27u,10/24/1997,0.000,
27u,10/25/1997,0.000,
27u,10/26/1997,0.180,
27u,10/27/1997,0.000,
27u,10/28/1997,0.270,
27u,10/29/1997,0.570,
27u,10/30/1997,0.750,
27u,10/31/1997,0.010,
27u,11/1/1997,0.000,
27u,11/2/1997,0.000,
27u,11/3/1997,0.070,
27u,11/4/1997,0.000,
27u,11/5/1997,0.020,
27u,11/6/1997,0.220,
27u,11/7/1997,0.430,
27u,11/8/1997,0.010,
27u,11/9/1997,0.000,
27u,11/10/1997,0.000,
27u,11/11/1997,0.000,
27u,11/12/1997,0.000,
27u,11/13/1997,0.000,
27u,11/14/1997,0.000,
27u,11/15/1997,0.000,
27u,11/16/1997,0.060,
27u,11/17/1997,0.340,
27u,11/18/1997,0.000,
27u,11/19/1997,0.630,
27u,11/20/1997,0.210,
27u,11/21/1997,0.010,
27u,11/22/1997,0.040,
27u,11/23/1997,1.090,
27u,11/24/1997,0.100,
27u,11/25/1997,0.060,
27u,11/26/1997,0.000,
27u,11/27/1997,0.100,
27u,11/28/1997,0.150,
27u,11/29/1997,0.450,
27u,11/30/1997,0.010,
27u,12/1/1997,0.010,
27u,12/2/1997,0.000,
27u,12/3/1997,0.000,
27u,12/4/1997,0.000,
27u,12/5/1997,0.000,
27u,12/6/1997,0.000,
27u,12/7/1997,0.120,
27u,12/8/1997,0.010,
27u,12/9/1997,0.020,
27u,12/10/1997,0.010,
27u,12/11/1997,0.000,
27u,12/12/1997,0.000,
27u,12/13/1997,0.000,
27u,12/14/1997,0.010,
27u,12/15/1997,0.220,
27u,12/16/1997,0.740,
27u,12/17/1997,0.290,
27u,12/18/1997,0.000,
27u,12/19/1997,0.040,
27u,12/20/1997,0.350,
27u,12/21/1997,0.090,
27u,12/22/1997,0.050,
27u,12/23/1997,0.040,
27u,12/24/1997,0.010,
27u,12/25/1997,0.000,
27u,12/26/1997,0.050,
27u,12/27/1997,0.090,
27u,12/28/1997,0.080,
27u,12/29/1997,0.000,
27u,12/30/1997,0.000,
27u,12/31/1997,0.040,
27u,1/1/1998,0.630,
27u,1/2/1998,0.000,
27u,1/3/1998,0.100,
27u,1/4/1998,0.270,
27u,1/5/1998,0.630,
27u,1/6/1998,0.480,
27u,1/7/1998,0.210,
27u,1/8/1998,0.050,
27u,1/9/1998,0.000,
27u,1/10/1998,0.000,
27u,1/11/1998,0.000,
27u,1/12/1998,0.000,
27u,1/13/1998,0.410,
27u,1/14/1998,0.920,
27u,1/15/1998,0.020,
27u,1/16/1998,0.250,
27u,1/17/1998,0.330,
27u,1/18/1998,0.490,
27u,1/19/1998,0.070,
27u,1/20/1998,0.030,
27u,1/21/1998,0.180,
27u,1/22/1998,0.060,
27u,1/23/1998,1.410,
27u,1/24/1998,0.230,
27u,1/25/1998,0.210,
27u,1/26/1998,0.130,
27u,1/27/1998,0.000,
27u,1/28/1998,0.010,
27u,1/29/1998,0.120,
27u,1/30/1998,0.000,
27u,1/31/1998,0.000,
27u,2/1/1998,0.040,
27u,2/2/1998,0.050,
27u,2/3/1998,0.010,
27u,2/4/1998,0.070,
27u,2/5/1998,0.000,
27u,2/6/1998,0.000,
27u,2/7/1998,0.000,
27u,2/8/1998,0.210,
27u,2/9/1998,0.000,
27u,2/10/1998,0.060,
27u,2/11/1998,0.080,
27u,2/12/1998,0.740,
27u,2/13/1998,0.100,
27u,2/14/1998,0.030,
27u,2/15/1998,0.090,
27u,2/16/1998,0.000,
27u,2/17/1998,0.070,
27u,2/18/1998,0.360,
27u,2/19/1998,0.100,
27u,2/20/1998,0.330,
27u,2/21/1998,0.300,
27u,2/22/1998,0.060,
27u,2/23/1998,0.000,
27u,2/24/1998,0.000,
27u,2/25/1998,0.200,
27u,2/26/1998,0.000,
27u,2/27/1998,0.000,
27u,2/28/1998,0.140,
27u,3/1/1998,0.630,
27u,3/2/1998,0.150,
27u,3/3/1998,0.000,
27u,3/4/1998,0.070,
27u,3/5/1998,0.000,
27u,3/6/1998,0.000,
27u,3/7/1998,0.000,
27u,3/8/1998,0.070,
27u,3/9/1998,0.110,
27u,3/10/1998,0.040,
27u,3/11/1998,0.000,
27u,3/12/1998,0.000,
27u,3/13/1998,0.000,
27u,3/14/1998,0.000,
27u,3/15/1998,0.050,
27u,3/16/1998,0.370,
27u,3/17/1998,0.000,
27u,3/18/1998,0.000,
27u,3/19/1998,0.000,
27u,3/20/1998,0.000,
27u,3/21/1998,0.220,E,
27u,3/22/1998,0.670,E,
27u,3/23/1998,0.400,E,
27u,3/24/1998,0.130,E,
27u,3/25/1998,0.220,E,
27u,3/26/1998,0.300,E,
27u,3/27/1998,0.050,E,
27u,3/28/1998,0.000,E,
27u,3/29/1998,0.000,E,
27u,3/30/1998,0.060,E,
27u,3/31/1998,0.140,E,
27u,4/1/1998,0.000,E,
27u,4/2/1998,0.000,E,
27u,4/3/1998,0.010,E,
27u,4/4/1998,0.010,E,
27u,4/5/1998,0.000,E,
27u,4/6/1998,0.000,E,
27u,4/7/1998,0.790,E,
27u,4/8/1998,0.240,E,
27u,4/9/1998,0.000,
27u,4/10/1998,0.050,
27u,4/11/1998,0.150,
27u,4/12/1998,0.000,
27u,4/13/1998,0.000,
27u,4/14/1998,0.000,
27u,4/15/1998,0.000,
27u,4/16/1998,0.000,
27u,4/17/1998,0.000,
27u,4/18/1998,0.000,
27u,4/19/1998,0.000,
27u,4/20/1998,0.000,
27u,4/21/1998,0.000,
27u,4/22/1998,0.000,
27u,4/23/1998,0.530,
27u,4/24/1998,0.180,
27u,4/25/1998,0.000,
27u,4/26/1998,0.000,
27u,4/27/1998,0.000,
27u,4/28/1998,0.000,
27u,4/29/1998,0.000,
27u,4/30/1998,0.000,
27u,5/1/1998,0.000,
27u,5/2/1998,0.000,
27u,5/3/1998,0.000,
27u,5/4/1998,0.000,
27u,5/5/1998,0.000,
27u,5/6/1998,0.000,
27u,5/7/1998,0.000,
27u,5/8/1998,0.000,
27u,5/9/1998,0.120,
27u,5/10/1998,0.000,
27u,5/11/1998,0.060,
27u,5/12/1998,0.000,
27u,5/13/1998,0.130,
27u,5/14/1998,0.190,
27u,5/15/1998,0.000,
27u,5/16/1998,0.000,
27u,5/17/1998,0.100,
27u,5/18/1998,0.070,
27u,5/19/1998,0.000,
27u,5/20/1998,0.000,
27u,5/21/1998,0.000,
27u,5/22/1998,0.000,
27u,5/23/1998,0.000,
27u,5/24/1998,0.420,
27u,5/25/1998,0.460,
27u,5/26/1998,0.260,
27u,5/27/1998,0.840,
27u,5/28/1998,0.000,
27u,5/29/1998,0.000,
27u,5/30/1998,0.000,
27u,5/31/1998,0.000,
27u,6/1/1998,0.000,
27u,6/2/1998,0.000,
27u,6/3/1998,0.000,
27u,6/4/1998,0.010,
27u,6/5/1998,0.000,
27u,6/6/1998,0.000,
27u,6/7/1998,0.050,
27u,6/8/1998,0.050,
27u,6/9/1998,0.000,
27u,6/10/1998,0.250,
27u,6/11/1998,0.010,
27u,6/12/1998,0.000,
27u,6/13/1998,0.000,
27u,6/14/1998,0.010,
27u,6/15/1998,0.470,
27u,6/16/1998,0.000,
27u,6/17/1998,0.010,
27u,6/18/1998,0.000,
27u,6/19/1998,0.000,
27u,6/20/1998,0.000,
27u,6/21/1998,0.000,
27u,6/22/1998,0.000,
27u,6/23/1998,0.020,
27u,6/24/1998,0.440,
27u,6/25/1998,0.000,
27u,6/26/1998,0.630,
27u,6/27/1998,0.100,
27u,6/28/1998,0.000,
27u,6/29/1998,0.000,
27u,6/30/1998,0.000,
27u,7/1/1998,0.000,
27u,7/2/1998,0.010,
27u,7/3/1998,0.190,
27u,7/4/1998,0.030,
27u,7/5/1998,0.020,
27u,7/6/1998,0.000,
27u,7/7/1998,0.000,
27u,7/8/1998,0.000,
27u,7/9/1998,0.000,
27u,7/10/1998,0.010,
27u,7/11/1998,0.010,
27u,7/12/1998,0.000,
27u,7/13/1998,0.000,
27u,7/14/1998,0.050,
27u,7/15/1998,0.140,
27u,7/16/1998,0.000,
27u,7/17/1998,0.000,
27u,7/18/1998,0.000,
27u,7/19/1998,0.020,
27u,7/20/1998,0.000,
27u,7/21/1998,0.000,
27u,7/22/1998,0.000,
27u,7/23/1998,0.000,
27u,7/24/1998,0.000,
27u,7/25/1998,0.000,
27u,7/26/1998,0.000,
27u,7/27/1998,0.000,
27u,7/28/1998,0.000,
27u,7/29/1998,0.000,
27u,7/30/1998,0.010,
27u,7/31/1998,0.000,
27u,8/1/1998,0.000,
27u,8/2/1998,0.000,
27u,8/3/1998,0.000,
27u,8/4/1998,0.000,
27u,8/5/1998,0.000,
27u,8/6/1998,0.000,
27u,8/7/1998,0.000,
27u,8/8/1998,0.000,
27u,8/9/1998,0.000,
27u,8/10/1998,0.000,
27u,8/11/1998,0.000,
27u,8/12/1998,0.000,
27u,8/13/1998,0.000,
27u,8/14/1998,0.000,
27u,8/15/1998,0.000,
27u,8/16/1998,0.280,
27u,8/17/1998,0.000,
27u,8/18/1998,0.000,
27u,8/19/1998,0.000,
27u,8/20/1998,0.000,
27u,8/21/1998,0.000,
27u,8/22/1998,0.000,
27u,8/23/1998,0.000,
27u,8/24/1998,0.000,
27u,8/25/1998,0.000,
27u,8/26/1998,0.000,
27u,8/27/1998,0.000,
27u,8/28/1998,0.000,
27u,8/29/1998,0.000,
27u,8/30/1998,0.000,
27u,8/31/1998,0.000,
27u,9/1/1998,0.000,
27u,9/2/1998,0.000,
27u,9/3/1998,0.000,
27u,9/4/1998,0.000,
27u,9/5/1998,0.000,
27u,9/6/1998,0.000,
27u,9/7/1998,0.000,
27u,9/8/1998,0.000,
27u,9/9/1998,0.000,
27u,9/10/1998,0.000,
27u,9/11/1998,0.000,
27u,9/12/1998,0.000,
27u,9/13/1998,0.000,
27u,9/14/1998,0.000,
27u,9/15/1998,0.000,
27u,9/16/1998,0.000,
27u,9/17/1998,0.110,
27u,9/18/1998,0.050,
27u,9/19/1998,0.020,
27u,9/20/1998,0.000,
27u,9/21/1998,0.000,
27u,9/22/1998,0.000,
27u,9/23/1998,0.000,
27u,9/24/1998,0.030,
27u,9/25/1998,0.750,
27u,9/26/1998,0.000,
27u,9/27/1998,0.000,
27u,9/28/1998,0.000,
27u,9/29/1998,0.000,
27u,9/30/1998,0.000,
27u,10/1/1998,0.030,
27u,10/2/1998,0.300,
27u,10/3/1998,0.540,
27u,10/4/1998,0.000,
27u,10/5/1998,0.000,
27u,10/6/1998,0.000,
27u,10/7/1998,0.000,
27u,10/8/1998,0.160,
27u,10/9/1998,0.080,
27u,10/10/1998,0.010,
27u,10/11/1998,0.000,
27u,10/12/1998,0.570,
27u,10/13/1998,0.130,
27u,10/14/1998,0.590,
27u,10/15/1998,0.110,
27u,10/16/1998,0.000,
27u,10/17/1998,0.030,
27u,10/18/1998,0.000,
27u,10/19/1998,0.000,
27u,10/20/1998,0.000,
27u,10/21/1998,0.000,
27u,10/22/1998,0.000,
27u,10/23/1998,0.000,
27u,10/24/1998,0.030,
27u,10/25/1998,0.000,
27u,10/26/1998,0.000,
27u,10/27/1998,0.780,
27u,10/28/1998,0.150,
27u,10/29/1998,0.000,
27u,10/30/1998,0.000,
27u,10/31/1998,0.140,
27u,11/1/1998,0.010,
27u,11/2/1998,0.090,
27u,11/3/1998,0.030,
27u,11/4/1998,0.600,
27u,11/5/1998,0.390,
27u,11/6/1998,0.000,
27u,11/7/1998,0.000,
27u,11/8/1998,0.010,
27u,11/9/1998,0.050,
27u,11/10/1998,0.000,
27u,11/11/1998,0.010,
27u,11/12/1998,0.060,
27u,11/13/1998,0.180,
27u,11/14/1998,0.350,
27u,11/15/1998,0.180,
27u,11/16/1998,0.060,
27u,11/17/1998,0.000,
27u,11/18/1998,0.000,
27u,11/19/1998,0.200,
27u,11/20/1998,1.050,
27u,11/21/1998,0.320,
27u,11/22/1998,0.170,
27u,11/23/1998,0.140,
27u,11/24/1998,0.410,
27u,11/25/1998,1.530,
27u,11/26/1998,0.400,
27u,11/27/1998,0.050,
27u,11/28/1998,0.000,
27u,11/29/1998,0.200,
27u,11/30/1998,0.200,
27u,12/1/1998,0.740,
27u,12/2/1998,0.030,
27u,12/3/1998,0.000,
27u,12/4/1998,0.010,
27u,12/5/1998,0.290,
27u,12/6/1998,0.010,
27u,12/7/1998,0.290,
27u,12/8/1998,0.020,
27u,12/9/1998,0.010,
27u,12/10/1998,0.100,
27u,12/11/1998,0.570,
27u,12/12/1998,0.890,
27u,12/13/1998,0.760,
27u,12/14/1998,0.120,
27u,12/15/1998,0.020,
27u,12/16/1998,0.020,
27u,12/17/1998,0.080,
27u,12/18/1998,0.000,
27u,12/19/1998,0.000,
27u,12/20/1998,0.000,
27u,12/21/1998,0.000,
27u,12/22/1998,0.000,
27u,12/23/1998,0.000,
27u,12/24/1998,0.310,
27u,12/25/1998,0.690,
27u,12/26/1998,0.000,
27u,12/27/1998,0.330,
27u,12/28/1998,0.030,
27u,12/29/1998,0.440,
27u,12/30/1998,0.000,
27u,12/31/1998,0.250,
27u,1/1/1999,0.000,
27u,1/2/1999,0.000,
27u,1/3/1999,0.000,
27u,1/4/1999,0.000,
27u,1/5/1999,0.000,
27u,1/6/1999,0.040,
27u,1/7/1999,0.020,
27u,1/8/1999,0.000,
27u,1/9/1999,0.180,
27u,1/10/1999,0.350,
27u,1/11/1999,0.000,
27u,1/12/1999,0.130,
27u,1/13/1999,0.050,
27u,1/14/1999,0.380,
27u,1/15/1999,0.130,
27u,1/16/1999,0.240,
27u,1/17/1999,0.800,
27u,1/18/1999,0.570,
27u,1/19/1999,0.320,
27u,1/20/1999,0.180,
27u,1/21/1999,0.260,
27u,1/22/1999,0.220,
27u,1/23/1999,0.170,
27u,1/24/1999,0.000,
27u,1/25/1999,0.000,
27u,1/26/1999,0.020,
27u,1/27/1999,0.320,
27u,1/28/1999,1.050,
27u,1/29/1999,0.180,
27u,1/30/1999,0.290,
27u,1/31/1999,0.080,
27u,2/1/1999,0.080,
27u,2/2/1999,0.040,
27u,2/3/1999,0.380,
27u,2/4/1999,0.240,
27u,2/5/1999,0.200,
27u,2/6/1999,0.410,
27u,2/7/1999,0.460,
27u,2/8/1999,0.290,
27u,2/9/1999,0.000,
27u,2/10/1999,0.020,
27u,2/11/1999,0.000,
27u,2/12/1999,0.000,
27u,2/13/1999,0.300,
27u,2/14/1999,0.000,
27u,2/15/1999,0.090,
27u,2/16/1999,0.550,
27u,2/17/1999,0.190,
27u,2/18/1999,0.360,
27u,2/19/1999,0.070,
27u,2/20/1999,0.000,
27u,2/21/1999,0.030,
27u,2/22/1999,0.460,
27u,2/23/1999,0.650,
27u,2/24/1999,0.880,
27u,2/25/1999,0.010,
27u,2/26/1999,0.000,
27u,2/27/1999,0.710,
27u,2/28/1999,0.310,
27u,3/1/1999,0.100,
27u,3/2/1999,0.190,
27u,3/3/1999,0.420,
27u,3/4/1999,0.000,
27u,3/5/1999,0.000,
27u,3/6/1999,0.000,
27u,3/7/1999,0.000,
27u,3/8/1999,0.360,
27u,3/9/1999,0.050,
27u,3/10/1999,0.040,
27u,3/11/1999,0.000,
27u,3/12/1999,0.460,
27u,3/13/1999,0.870,
27u,3/14/1999,0.300,
27u,3/15/1999,0.030,
27u,3/16/1999,0.030,
27u,3/17/1999,0.030,
27u,3/18/1999,0.020,
27u,3/19/1999,0.000,
27u,3/20/1999,0.000,
27u,3/21/1999,0.190,
27u,3/22/1999,0.000,
27u,3/23/1999,0.180,
27u,3/24/1999,0.270,
27u,3/25/1999,0.090,
27u,3/26/1999,0.000,
27u,3/27/1999,0.200,
27u,3/28/1999,0.220,
27u,3/29/1999,0.250,
27u,3/30/1999,0.000,
27u,3/31/1999,0.000,
27u,4/1/1999,0.000,
27u,4/2/1999,0.410,
27u,4/3/1999,0.320,
27u,4/4/1999,0.020,
27u,4/5/1999,0.010,
27u,4/6/1999,0.000,
27u,4/7/1999,0.080,
27u,4/8/1999,0.450,
27u,4/9/1999,0.020,
27u,4/10/1999,0.010,
27u,4/11/1999,0.000,
27u,4/12/1999,0.060,
27u,4/13/1999,0.000,
27u,4/14/1999,0.000,
27u,4/15/1999,0.000,
27u,4/16/1999,0.000,
27u,4/17/1999,0.000,
27u,4/18/1999,0.000,
27u,4/19/1999,0.150,
27u,4/20/1999,0.100,
27u,4/21/1999,0.000,
27u,4/22/1999,0.000,
27u,4/23/1999,0.000,
27u,4/24/1999,0.000,
27u,4/25/1999,0.530,
27u,4/26/1999,0.010,
27u,4/27/1999,0.180,
27u,4/28/1999,0.000,
27u,4/29/1999,0.000,
27u,4/30/1999,0.010,
27u,5/1/1999,0.040,
27u,5/2/1999,0.100,
27u,5/3/1999,0.170,
27u,5/4/1999,0.110,
27u,5/5/1999,0.000,
27u,5/6/1999,0.170,
27u,5/7/1999,0.000,
27u,5/8/1999,0.000,
27u,5/9/1999,0.110,
27u,5/10/1999,0.000,
27u,5/11/1999,0.150,
27u,5/12/1999,0.080,
27u,5/13/1999,0.200,
27u,5/14/1999,0.000,
27u,5/15/1999,0.000,
27u,5/16/1999,0.100,
27u,5/17/1999,0.600,
27u,5/18/1999,0.060,
27u,5/19/1999,0.030,
27u,5/20/1999,0.000,
27u,5/21/1999,0.000,
27u,5/22/1999,0.000,
27u,5/23/1999,0.000,
27u,5/24/1999,0.000,
27u,5/25/1999,0.050,
27u,5/26/1999,0.000,
27u,5/27/1999,0.000,
27u,5/28/1999,0.000,
27u,5/29/1999,0.000,
27u,5/30/1999,0.000,
27u,5/31/1999,0.280,
27u,6/1/1999,0.370,
27u,6/2/1999,0.010,
27u,6/3/1999,0.000,
27u,6/4/1999,0.000,
27u,6/5/1999,0.060,
27u,6/6/1999,0.060,
27u,6/7/1999,0.010,
27u,6/8/1999,0.010,
27u,6/9/1999,0.010,
